patient_id,ssn,first_name,last_name,full_name,date_of_birth,age,gender,race,ethnicity,address,city,state,zip_code,phone,email,income_level,insurance_type,insurance_provider,diagnosis_code,diagnosis_description,is_eligible_for_pap,pap_enrollment_date,fraud_flag,created_at
PAT1000087,348-66-6028,Tracy,Rodriguez,Tracy Rodriguez,03-08-1996,69,F,Other,Non-Hispanic,60766 Aguilar Row Suite 961,Meaganbury,IL,81209,001-522-923-7317x9764,tracy.rodriguez@example.com,> $100k,Medicare,Pratt-Wilson,M54,Dorsalgia,FALSE,,FALSE,14-11-2021
PAT1000088,332-28-5568,Sherri,Phillips,Sherri Phillips,19-03-1969,68,F,Hispanic,Hispanic,6135 James Parks Suite 533,South Cynthiaborough,NY,73743,(316)678-1766x47157,sherri.phillips@example.com,$50k-$75k,Underinsured,"Wheeler, Carney and Larsen",I25,Chronic ischemic heart disease,TRUE,17-12-2025,FALSE,11-04-2024
PAT1000089,793-65-2516,Rebecca,Boyd,Rebecca Boyd,07-05-1952,65,Other,Black,Non-Hispanic,292 Charles Cape,South Sheila,MI,36525,590.227.6782x3476,rebecca.boyd@example.com,< $25k,Underinsured,,C01,Malignant neoplasm of base of tongue,TRUE,08-06-2026,FALSE,05-09-2023
PAT1000090,603-28-5144,Christopher,Lewis,Christopher Lewis,02-03-1982,32,M,Hispanic,Non-Hispanic,82322 Young Mountain Suite 897,Diazside,PA,23847,685.396.3046x22776,christopher.lewis@example.com,$25k-$50k,Uninsured,Hernandez Inc,J20,Acute bronchitis,TRUE,,FALSE,19-10-2022
PAT1000091,158-75-3281,Michael,Moore,Michael Moore,01-10-1992,74,M,Other,Non-Hispanic,10855 Andrew Forges Suite 032,Amandachester,OH,50715,+1-806-346-3035x5103,michael.moore@example.com,< $25k,Underinsured,Jackson-Martinez,I10,Essential hypertension,TRUE,18-11-2024,FALSE,10-06-2026
PAT1000092,154-42-5528,Garrett,Morris,Garrett Morris,19-04-1940,71,M,White,Non-Hispanic,3610 Tammy Cliffs Apt. 031,Gilbertstad,NC,38528,001-756-314-0389,garrett.morris@example.com,< $25k,Underinsured,"Cox, Johnson and Turner",J06,Acute upper respiratory infections,TRUE,,FALSE,05-10-2021
PAT1000093,740-10-9562,John,Torres,John Torres,17-06-1965,39,Other,Hispanic,Hispanic,49748 Houston Fall Suite 364,North Adam,MI,19379,671.366.5527,john.torres@example.com,< $25k,Uninsured,,C06,Malignant neoplasm of other parts of mouth,TRUE,02-01-2025,FALSE,23-01-2025
PAT1000094,677-28-6649,Michael,Clark,Michael Clark,23-02-1952,19,M,Black,Hispanic,89422 Natasha Plaza Apt. 470,Smithhaven,IL,63473,248.775.4133,michael.clark@example.com,< $25k,Medicaid,Wilcox Inc,I12,Hypertensive chronic kidney disease,TRUE,17-09-2025,FALSE,17-06-2025
PAT1000095,343-19-4914,Ashlee,Daniels,Ashlee Daniels,13-01-1942,30,M,Other,Non-Hispanic,8899 Joshua Estates,Lake Kathleen,IL,84100,+1-416-840-7516x00517,ashlee.daniels@example.com,$25k-$50k,Underinsured,,E14,Unspecified diabetes mellitus,TRUE,19-05-2025,FALSE,25-10-2024
PAT1000096,334-86-4763,Melissa,Graham,Melissa Graham,19-03-1959,56,F,Hispanic,Non-Hispanic,846 Young Rue,Lake Lucasside,GA,57173,419-970-1183x418,melissa.graham@example.com,$75k-$100k,Medicaid,Jackson-Lynn,J20,Acute bronchitis,FALSE,,FALSE,01-10-2024
PAT1000097,120-61-1820,Samuel,Moody,Samuel Moody,01-08-1973,67,M,Black,Non-Hispanic,110 Rodriguez Fords Apt. 314,Port Cynthia,IL,58614,+1-367-495-4810x243,samuel.moody@example.com,$50k-$75k,Medicaid,Fisher LLC,J06,Acute upper respiratory infections,FALSE,,FALSE,30-11-2024
PAT1000098,607-21-8509,Evan,Lutz,Evan Lutz,03-04-1974,43,M,Native American,Hispanic,6529 Johnson Branch,Jonathanfort,IL,58389,001-280-443-0325x23583,evan.lutz@example.com,$25k-$50k,Underinsured,Luna-Holden,E10,Type 1 diabetes mellitus,TRUE,13-07-2024,FALSE,24-01-2026
PAT1000099,446-48-1758,Alicia,Rodriguez,Alicia Rodriguez,29-03-1981,42,Other,Hispanic,Non-Hispanic,93909 Natalie Forest,New Andrew,NC,64724,756-435-0992x53933,alicia.rodriguez@example.com,< $25k,Uninsured,Jones Inc,E11,Type 2 diabetes mellitus,TRUE,05-04-2026,FALSE,27-01-2022
PAT1000100,230-19-9837,Victor,Wood,Victor Wood,23-03-1960,37,Other,Native American,Hispanic,22298 Cynthia Ports Suite 831,Port Mitchellhaven,NC,64438,(946)524-2406,victor.wood@example.com,< $25k,Uninsured,,I21,Acute myocardial infarction,TRUE,25-03-2025,FALSE,28-12-2025
PAT1000101,276-65-4702,Johnny,Davis,Johnny Davis,15-09-1957,37,M,Other,Non-Hispanic,726 Chad Club,Kyleshire,CA,32461,-8901,johnny.davis@example.com,> $100k,Uninsured,,I25,Chronic ischemic heart disease,TRUE,20-11-2024,FALSE,26-07-2021
PAT1000102,383-92-8695,Daniel,Ferrell,Daniel Ferrell,20-01-1976,82,M,White,Non-Hispanic,69244 Brooke Ferry,South Seanstad,OH,35562,457-594-4940x1672,daniel.ferrell@example.com,$75k-$100k,Private,"White, Key and Smith",J02,Acute pharyngitis,FALSE,,FALSE,14-12-2024
PAT1000103,892-76-5208,David,Munoz,David Munoz,04-07-1978,53,M,White,Hispanic,0897 Hayes Plaza,Charlesville,MI,13594,666-734-4550x859,david.munoz@example.com,< $25k,Underinsured,Martin PLC,M54,Dorsalgia,TRUE,,FALSE,07-03-2026
PAT1000104,236-31-8498,Stacy,Winters,Stacy Winters,17-07-1996,90,M,White,Non-Hispanic,312 Donna Crossroad Apt. 604,Andremouth,NC,11630,-9741,stacy.winters@example.com,$75k-$100k,Medicare,Leonard-Alvarez,J00,Acute nasopharyngitis,FALSE,,FALSE,21-07-2023
PAT1000105,553-76-2892,Cameron,Welch,Cameron Welch,28-11-1956,68,M,Native American,Hispanic,1583 Anna Rue,Garciamouth,FL,37368,(206)906-6788,cameron.welch@example.com,$25k-$50k,Uninsured,Lawrence and Sons,I11,Hypertensive heart disease,TRUE,02-11-2024,FALSE,02-03-2023
PAT1000106,848-15-7057,Kayla,Stevens,Kayla Stevens,14-06-1974,19,F,Native American,Non-Hispanic,12487 Michael View,Patrickbury,OH,68722,+1-301-651-6673x16821,kayla.stevens@example.com,< $25k,Underinsured,,E14,Unspecified diabetes mellitus,TRUE,20-11-2025,FALSE,12-03-2022
PAT1000107,776-18-9738,Cassandra,Jackson,Cassandra Jackson,06-06-1947,82,M,White,Hispanic,960 Kelly River,Yuberg,NY,13339,307-225-7062,cassandra.jackson@example.com,$50k-$75k,Underinsured,Murphy-Ross,E14,Unspecified diabetes mellitus,TRUE,07-12-2024,FALSE,28-02-2024
PAT1000108,251-71-6080,Donna,Roberts,Donna Roberts,21-02-2001,76,M,Asian,Non-Hispanic,4530 Johnson Mission Suite 499,East Matthew,CA,57701,664-326-6030,donna.roberts@example.com,$25k-$50k,Underinsured,"Green, Austin and Craig",J06,Acute upper respiratory infections,TRUE,,FALSE,16-04-2024
PAT1000109,442-14-5392,Adam,Vincent,Adam Vincent,15-12-1942,69,F,Black,Hispanic,76846 Lynch Curve,Robertsview,NY,4698,+1-239-725-3368x8758,adam.vincent@example.com,$25k-$50k,Underinsured,Morgan-Callahan,J20,Acute bronchitis,TRUE,,FALSE,23-10-2021
PAT1000110,986-88-8889,Sarah,Jordan,Sarah Jordan,09-01-1961,34,F,Black,Hispanic,253 Brandon Skyway Suite 190,Guerreroburgh,NY,96876,(554)397-8791x2289,sarah.jordan@example.com,< $25k,Underinsured,,C01,Malignant neoplasm of base of tongue,TRUE,01-02-2026,FALSE,06-04-2026
PAT1000111,152-63-8965,Justin,Gomez,Justin Gomez,22-02-1964,78,Other,Hispanic,Non-Hispanic,463 Michele Spurs,South Michaelville,TX,38892,887-418-7941x0674,justin.gomez@example.com,< $25k,Underinsured,Johnson PLC,J00,Acute nasopharyngitis,TRUE,,FALSE,11-10-2021
PAT1000112,462-76-1246,John,Buchanan,John Buchanan,24-01-1970,90,M,Asian,Hispanic,781 Richardson Ridges Suite 778,North Jacqueline,OH,9140,(204)818-7552x7925,john.buchanan@example.com,< $25k,Uninsured,,C07,Malignant neoplasm of parotid gland,TRUE,28-05-2026,FALSE,31-07-2025
PAT1000113,489-66-7212,Lisa,Lawson,Lisa Lawson,26-10-1939,48,Other,White,Non-Hispanic,7882 Michelle Hill,Jeremymouth,PA,79119,863-619-0835x1748,lisa.lawson@example.com,> $100k,Medicare,Moore-Cole,J06,Acute upper respiratory infections,FALSE,,FALSE,18-04-2023
PAT1000114,694-55-8345,Keith,Fields,Keith Fields,16-09-2007,30,M,White,Non-Hispanic,53326 Michele Village Suite 702,Port Tonyaville,MI,31791,9105513021,keith.fields@example.com,$25k-$50k,Uninsured,Kelly Inc,J02,Acute pharyngitis,TRUE,,FALSE,12-02-2024
PAT1000115,538-28-1281,Brandi,Allen,Brandi Allen,27-05-1968,86,F,White,Non-Hispanic,4968 Angel Route Apt. 069,Williamston,NC,56807,322-955-8445,brandi.allen@example.com,< $25k,Underinsured,Torres LLC,J00,Acute nasopharyngitis,TRUE,,FALSE,05-12-2021
PAT1000116,613-43-7491,John,Salinas,John Salinas,19-08-1977,42,M,Asian,Non-Hispanic,537 Morton Station,South Ericfort,OH,37675,2703686500,john.salinas@example.com,$25k-$50k,Underinsured,,E13,Other specified diabetes mellitus,TRUE,09-07-2025,FALSE,10-07-2022
PAT1000117,626-87-5825,Linda,Castillo,Linda Castillo,17-04-1975,28,F,Hispanic,Non-Hispanic,390 Bailey Walk Suite 526,South Annaport,NY,6005,719-888-8842,linda.castillo@example.com,$75k-$100k,Medicare,Jones and Sons,M54,Dorsalgia,FALSE,,FALSE,20-03-2022
PAT1000118,784-65-5003,Anna,Martin,Anna Martin,30-05-1961,56,Other,Black,Non-Hispanic,62132 Antonio Turnpike Suite 216,West Andrew,MI,78409,(863)607-4774,anna.martin@example.com,< $25k,Uninsured,Powell Group,C07,Malignant neoplasm of parotid gland,TRUE,18-11-2024,FALSE,13-02-2023
PAT1000119,250-28-1267,April,Elliott,April Elliott,24-04-1974,72,F,Asian,Non-Hispanic,3962 Goodman View,Brittanyside,TX,43133,968.346.3545x2385,april.elliott@example.com,< $25k,Medicare,"Bennett, Harris and Sanders",E11,Type 2 diabetes mellitus,TRUE,14-01-2026,FALSE,20-02-2026
PAT1000120,858-51-5945,Donald,Fisher,Donald Fisher,25-07-1946,50,Other,Asian,Non-Hispanic,07203 Harrison Underpass Apt. 463,Josephville,TX,27420,+1-537-641-3064x5654,donald.fisher@example.com,< $25k,Uninsured,"Hines, Miller and Ruiz",I21,Acute myocardial infarction,TRUE,23-08-2024,FALSE,05-07-2024
PAT1000121,399-67-6786,Heather,Petty,Heather Petty,09-07-1948,35,F,Asian,Hispanic,35212 Jessica Heights,Smithport,MI,18482,692-624-5477x917,heather.petty@example.com,$25k-$50k,Uninsured,,C00,Malignant neoplasm of lip,TRUE,18-08-2024,FALSE,21-11-2022
PAT1000122,578-59-1154,Tracy,Parker,Tracy Parker,25-02-1962,72,F,Hispanic,Non-Hispanic,49886 Tracy Shore,Nicoleberg,CA,85997,001-326-284-5729x977,tracy.parker@example.com,< $25k,Uninsured,,C04,Malignant neoplasm of floor of mouth,TRUE,01-04-2025,FALSE,07-10-2023
PAT1000123,272-11-8926,Andrew,Green,Andrew Green,05-02-1987,30,F,Native American,Hispanic,816 Ray Grove,Youngfurt,FL,45981,+1-622-555-1313x32260,andrew.green@example.com,> $100k,Medicare,"Durham, Hernandez and Francis",J06,Acute upper respiratory infections,FALSE,,FALSE,02-10-2025
PAT1000124,281-33-3018,Claire,Mcfarland,Claire Mcfarland,04-10-1961,25,M,Other,Non-Hispanic,35970 Schroeder Coves Suite 982,Andrewborough,IL,26315,761.838.7465x944,claire.mcfarland@example.com,< $25k,Underinsured,"Davis, Mitchell and Johnson",J02,Acute pharyngitis,TRUE,,FALSE,20-10-2023
PAT1000125,959-87-2015,Matthew,Briggs,Matthew Briggs,29-11-2001,80,M,Asian,Non-Hispanic,54239 Garza Locks,New Misty,OH,33533,001-779-985-6849x1850,matthew.briggs@example.com,$75k-$100k,Private,Reeves and Sons,J20,Acute bronchitis,FALSE,,FALSE,04-05-2026
PAT1000126,380-71-1832,Shawn,Davis,Shawn Davis,02-04-1943,18,F,Hispanic,Hispanic,65592 Cross Street Suite 704,Jeremyside,CA,4943,961-564-1727x2030,shawn.davis@example.com,$50k-$75k,Private,Greene and Sons,M54,Dorsalgia,FALSE,,FALSE,23-09-2021
PAT1000127,141-30-2640,Elijah,Matthews,Elijah Matthews,14-12-1951,40,M,Hispanic,Hispanic,930 Martin Causeway Apt. 297,Joshuamouth,PA,45289,001-887-601-4816x415,elijah.matthews@example.com,> $100k,Private,Williams-Malone,J06,Acute upper respiratory infections,FALSE,,FALSE,21-06-2023
PAT1000128,472-59-3537,Tiffany,Jackson,Tiffany Jackson,06-02-1985,38,F,Asian,Non-Hispanic,6768 Kathy Parkways,East Angelashire,OH,47769,(336)985-3828,tiffany.jackson@example.com,$50k-$75k,Medicare,Hernandez-Martinez,J02,Acute pharyngitis,FALSE,,FALSE,30-11-2022
PAT1000129,327-14-5962,Dustin,Smith,Dustin Smith,03-06-1993,40,Other,Asian,Hispanic,46285 Laura Crossing Apt. 152,East Alexander,PA,33933,7619395882,dustin.smith@example.com,$50k-$75k,Uninsured,,E14,Unspecified diabetes mellitus,TRUE,21-09-2024,FALSE,24-01-2023
PAT1000130,322-56-3230,Kimberly,Jacobs,Kimberly Jacobs,10-05-1994,22,M,Hispanic,Non-Hispanic,40519 Henry Mission,Valenzuelaburgh,OH,34305,001-559-509-8699,kimberly.jacobs@example.com,$50k-$75k,Private,Murray Ltd,J00,Acute nasopharyngitis,FALSE,,FALSE,18-09-2021
PAT1000131,921-96-3103,Lacey,Morales,Lacey Morales,05-08-1975,62,M,Other,Hispanic,720 Michael Cliffs,Phillipstad,PA,73300,(904)285-0174,lacey.morales@example.com,< $25k,Underinsured,"Wu, Jackson and Aguirre",I50,Heart failure,TRUE,28-11-2024,FALSE,23-01-2025
PAT1000132,794-15-7756,Jennifer,Davis,Jennifer Davis,07-11-2003,35,M,Other,Non-Hispanic,23747 Johnson Groves,South Richardhaven,MI,3089,+1-752-477-2805x2094,jennifer.davis@example.com,$25k-$50k,Underinsured,Sanchez PLC,I25,Chronic ischemic heart disease,TRUE,09-08-2025,FALSE,07-05-2025
PAT1000133,600-57-1160,Nancy,Green,Nancy Green,18-12-1937,18,F,Native American,Hispanic,9288 Cuevas Forks Apt. 555,West Alec,IL,50761,254.369.8682x318,nancy.green@example.com,$25k-$50k,Underinsured,White-Whitaker,I11,Hypertensive heart disease,TRUE,16-09-2024,FALSE,15-03-2025
PAT1000134,349-62-5776,Cody,Brown,Cody Brown,11-12-1989,80,M,White,Hispanic,86440 Tina Mountains Apt. 894,East Nathan,MI,38774,(725)400-8643,cody.brown@example.com,$25k-$50k,Underinsured,"Mullins, Walker and Doyle",J20,Acute bronchitis,TRUE,,FALSE,05-10-2022
PAT1000135,531-79-4284,Adam,Sanders,Adam Sanders,30-04-1974,36,M,Native American,Non-Hispanic,6566 Xavier Square,South Michelle,FL,19574,323-603-8649,adam.sanders@example.com,$25k-$50k,Uninsured,Gill-Reed,C08,Malignant neoplasm of major salivary glands,TRUE,24-03-2026,FALSE,02-07-2023
PAT1000136,221-51-2455,Michelle,Richards,Michelle Richards,19-06-1956,81,F,Other,Non-Hispanic,32446 John Walks,Rojasside,NC,84027,644.294.1802x96320,michelle.richards@example.com,$25k-$50k,Uninsured,,I21,Acute myocardial infarction,TRUE,28-02-2025,FALSE,20-11-2024
PAT1000137,630-25-1647,Jay,Vega,Jay Vega,31-07-1954,47,Other,Other,Non-Hispanic,379 Wallace Camp,Port Jenniferton,CA,35256,386.922.0065,jay.vega@example.com,< $25k,Private,"English, Ingram and Carpenter",C50,Malignant neoplasm of breast,TRUE,04-11-2025,FALSE,04-12-2021
PAT1000138,188-31-8788,Nancy,Thomas,Nancy Thomas,28-03-1960,36,M,Asian,Non-Hispanic,9096 Burke Expressway,Lake Connieside,NY,9447,+1-904-587-2898x9937,nancy.thomas@example.com,$75k-$100k,Private,"Reed, Benton and Harrison",J00,Acute nasopharyngitis,FALSE,,FALSE,21-08-2023
PAT1000139,452-68-6558,James,Huffman,James Huffman,22-08-1980,26,M,Black,Hispanic,639 Gutierrez Street Suite 170,Williamschester,FL,49315,(385)792-9408,james.huffman@example.com,> $100k,Medicare,Peters-Stewart,J06,Acute upper respiratory infections,FALSE,,FALSE,30-08-2023
PAT1000140,486-16-7237,Nicole,Bonilla,Nicole Bonilla,27-08-1970,44,M,Black,Non-Hispanic,81118 Davis Knolls Apt. 496,South Alexanderburgh,IL,5751,777-263-8233,nicole.bonilla@example.com,< $25k,Underinsured,Hutchinson-Beasley,E10,Type 1 diabetes mellitus,TRUE,12-07-2024,FALSE,10-10-2025
PAT1000141,305-70-8096,Steven,Cunningham,Steven Cunningham,21-01-1955,46,M,Hispanic,Non-Hispanic,9310 Alexander Mount,Stoneton,PA,31809,(862)486-0423,steven.cunningham@example.com,$25k-$50k,Medicaid,Randall-Brown,E14,Unspecified diabetes mellitus,TRUE,12-05-2025,FALSE,24-09-2025
PAT1000142,848-88-3863,Penny,Chambers,Penny Chambers,18-01-1975,63,M,Black,Non-Hispanic,850 Steven Spurs Apt. 102,Grahamshire,PA,38541,313.697.7738x24608,penny.chambers@example.com,$75k-$100k,Private,Vance-Watkins,J20,Acute bronchitis,FALSE,,FALSE,21-01-2026
PAT1000143,181-11-4629,Christopher,Nielsen,Christopher Nielsen,19-12-1950,70,F,Black,Non-Hispanic,512 Chen Bridge Apt. 025,Kathleenstad,CA,22561,001-921-911-2454x3829,christopher.nielsen@example.com,< $25k,Underinsured,,I50,Heart failure,TRUE,07-10-2025,FALSE,04-07-2022
PAT1000144,116-69-4182,Melissa,Jones,Melissa Jones,30-05-1991,52,M,Other,Non-Hispanic,21232 Travis Locks Apt. 098,Fuentesfort,FL,85374,2088720463,melissa.jones@example.com,$25k-$50k,Private,"Hunt, Vasquez and Villarreal",C03,Malignant neoplasm of gum,TRUE,23-11-2024,FALSE,01-09-2022
PAT1000145,110-89-6545,James,Wilson,James Wilson,13-12-1961,50,M,Other,Non-Hispanic,237 Dodson Garden,New Lisa,GA,12012,258-871-8724x33879,james.wilson@example.com,< $25k,Medicaid,Rogers PLC,E14,Unspecified diabetes mellitus,TRUE,25-09-2025,FALSE,25-05-2022
PAT1000146,445-99-5330,William,Henry,William Henry,05-02-1937,40,F,Native American,Hispanic,61913 Woodard Camp,Marymouth,PA,66326,506-520-1015x2455,william.henry@example.com,$25k-$50k,Private,Thomas-Olson,E13,Other specified diabetes mellitus,TRUE,24-03-2025,FALSE,26-10-2024
PAT1000147,100-81-4513,Thomas,Alvarado,Thomas Alvarado,29-05-1972,72,Other,Native American,Hispanic,3909 Kari Burgs,East Kevinville,OH,41223,(223)857-6994,thomas.alvarado@example.com,$75k-$100k,Medicaid,"Smith, Hamilton and Mayo",J20,Acute bronchitis,FALSE,,FALSE,11-10-2022
PAT1000148,120-83-3958,Zachary,Perez,Zachary Perez,16-07-2003,23,M,White,Non-Hispanic,1694 Gonzalez Street,East Stevenbury,IL,67230,7698298151,zachary.perez@example.com,$50k-$75k,Private,Webster Ltd,J06,Acute upper respiratory infections,FALSE,,FALSE,30-07-2024
PAT1000149,285-31-1030,Michael,Scott,Michael Scott,04-07-1991,48,F,Asian,Hispanic,41947 Cathy Throughway Apt. 408,Johnsonshire,IL,54595,820-561-7550x47639,michael.scott@example.com,< $25k,Underinsured,,E13,Other specified diabetes mellitus,TRUE,28-08-2024,FALSE,23-12-2025
PAT1000150,315-52-3623,Nicholas,White,Nicholas White,27-04-1982,48,Other,Hispanic,Hispanic,78206 Stokes Springs Suite 255,New Jackville,IL,11495,001-392-610-0084x0305,nicholas.white@example.com,> $100k,Private,Morales-Hayden,J06,Acute upper respiratory infections,FALSE,,FALSE,26-01-2026
PAT1000151,244-27-4633,Laurie,Wilkinson,Laurie Wilkinson,19-03-1941,51,M,Native American,Hispanic,5531 Shaw Roads Apt. 745,Johnview,NY,9575,001-598-370-4795x046,laurie.wilkinson@example.com,< $25k,Uninsured,,I50,Heart failure,TRUE,19-04-2026,FALSE,02-07-2023
PAT1000152,220-65-2158,Cody,Williams,Cody Williams,25-10-1965,49,Other,White,Hispanic,0650 Katie Village Apt. 843,Mercerchester,FL,42970,8288645703,cody.williams@example.com,< $25k,Uninsured,Harris-Stevens,C03,Malignant neoplasm of gum,TRUE,16-01-2026,FALSE,09-09-2021
PAT1000153,391-37-9363,Donna,Gonzales,Donna Gonzales,05-12-1951,43,F,Black,Hispanic,935 Lauren Well Suite 006,West James,FL,30247,(403)483-6060,donna.gonzales@example.com,$25k-$50k,Underinsured,Williams-Carroll,I25,Chronic ischemic heart disease,TRUE,30-06-2024,FALSE,01-01-2025
PAT1000154,134-21-6891,Michael,Fernandez,Michael Fernandez,20-01-1998,52,M,Native American,Non-Hispanic,838 Brown Glen Apt. 584,Gonzalezland,PA,96515,001-583-989-2800x78064,michael.fernandez@example.com,$75k-$100k,Private,Farley LLC,M54,Dorsalgia,FALSE,,FALSE,31-03-2023
PAT1000155,752-82-7699,Hector,Shaw,Hector Shaw,25-10-1983,26,M,Other,Non-Hispanic,2422 Kayla Canyon,West Craig,GA,94908,601-254-1446x6273,hector.shaw@example.com,> $100k,Uninsured,,C07,Malignant neoplasm of parotid gland,TRUE,06-09-2025,FALSE,16-10-2023
PAT1000156,485-74-5089,Andrew,Taylor,Andrew Taylor,19-06-1953,35,Other,Black,Hispanic,53955 Quinn Brook Suite 451,West Jasmineland,NY,1840,861.289.0236x86644,andrew.taylor@example.com,$25k-$50k,Underinsured,Moyer-Miller,J00,Acute nasopharyngitis,TRUE,,FALSE,18-10-2025
PAT1000157,769-20-2868,Christine,Brewer,Christine Brewer,08-04-1981,44,Other,White,Hispanic,96860 Gonzalez Via,Lake Thomas,NY,7101,001-400-525-3034,christine.brewer@example.com,$25k-$50k,Underinsured,Williams Group,I50,Heart failure,TRUE,07-04-2026,FALSE,23-05-2022
PAT1000158,957-88-1766,Yolanda,Ward,Yolanda Ward,03-08-2002,60,F,Asian,Hispanic,20407 George Forge Suite 229,Warrenstad,OH,94183,943-586-4795x46225,yolanda.ward@example.com,< $25k,Medicare,"Gray, Barron and Hernandez",E11,Type 2 diabetes mellitus,TRUE,27-11-2024,FALSE,08-10-2024
PAT1000159,589-48-9423,Tracey,Bailey,Tracey Bailey,14-04-1993,50,M,White,Non-Hispanic,9070 Ortiz Glen Suite 133,Dickersonstad,NY,45967,949.784.5498x71136,tracey.bailey@example.com,> $100k,Medicare,Cooper Inc,J06,Acute upper respiratory infections,FALSE,,FALSE,01-03-2026
PAT1000160,567-16-6991,Darryl,Miller,Darryl Miller,26-03-1980,67,F,Asian,Hispanic,79463 William Mews Apt. 727,Brentborough,GA,58302,312.202.2839x165,darryl.miller@example.com,> $100k,Underinsured,Lewis Ltd,E11,Type 2 diabetes mellitus,TRUE,16-02-2025,FALSE,22-10-2021
PAT1000161,558-59-3545,Mark,Vargas,Mark Vargas,16-02-1965,42,M,Asian,Non-Hispanic,571 Rogers Underpass,West Heatherville,CA,46591,8197809797,mark.vargas@example.com,$25k-$50k,Uninsured,,E10,Type 1 diabetes mellitus,TRUE,20-10-2025,FALSE,06-03-2024
PAT1000162,159-15-2256,Pamela,Ingram,Pamela Ingram,30-06-1989,40,F,Native American,Non-Hispanic,37092 Amy Drive,Norrisland,FL,15647,518-591-8955x262,pamela.ingram@example.com,< $25k,Medicaid,Patterson Group,E11,Type 2 diabetes mellitus,TRUE,09-10-2024,FALSE,31-08-2024
PAT1000163,724-63-4185,John,Johnson,John Johnson,05-03-1948,71,M,Black,Non-Hispanic,02471 Scott Oval,North Colinborough,CA,52139,738.483.6037x174,john.johnson@example.com,$25k-$50k,Underinsured,,E14,Unspecified diabetes mellitus,TRUE,06-04-2025,FALSE,23-06-2026
PAT1000164,741-68-3009,Danielle,Fletcher,Danielle Fletcher,26-08-1944,43,Other,Native American,Non-Hispanic,5990 Miller Divide,Richardtown,MI,35626,259.797.9723,danielle.fletcher@example.com,$50k-$75k,Private,"Brewer, Smith and Hanson",M54,Dorsalgia,FALSE,,FALSE,16-08-2025
PAT1000165,108-27-6874,Emily,Faulkner,Emily Faulkner,22-03-1955,45,M,Hispanic,Non-Hispanic,21554 Joseph Pike,Dominguezview,NY,38622,697.360.4465,emily.faulkner@example.com,$25k-$50k,Underinsured,Palmer-Reynolds,M54,Dorsalgia,TRUE,,FALSE,15-02-2023
